ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000172817	CYP7B1	8	65500320	65711318	-1	protein_coding	9420	CYP7B1	2.13811071901553e-06	-0.377928628	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	7.2e-09	rs9298076	424
ENSG00000104442	ARMC1	8	66514694	66546442	-1	protein_coding	55156	ARMC1	0.876351937073404	1.588632992	0	0	0	NA	NA	NA	NA	Yes	IMR90	9.5e-06	rs13267015	427
ENSG00000066855	MTFR1	8	66556969	66683496	1	protein_coding	9650	MTFR1	2.18012894299362e-05	0.172347008	0	0	0	NA	NA	NA	NA	Yes	IMR90	9.5e-06	rs13267015	427
ENSG00000205268	PDE7A	8	66629745	66754557	-1	protein_coding	5150	PDE7A	0.19205771415361	-0.917953786	0	0	7	4.63025e-06	0.00676633	GTEx/v8/Adipose_Visceral_Omentum	-	No	NA	4.5e-12	rs16932761	426
ENSG00000147570	DNAJC5B	8	66933795	67012751	1	protein_coding	85479	DNAJC5B	0.0096775847127486	-0.163565607	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.7e-12	rs13267015:rs16932761:rs12334877:rs16932761;rs12334877	426:427
ENSG00000147573	TRIM55	8	67039131	67087720	1	protein_coding	84675	TRIM55	0.000207996390208794	-0.133925702	0	0	0	NA	NA	NA	NA	Yes	hESC	4.8e-12	rs16932761:rs12334877:rs16932761;rs12334877	426
ENSG00000147571	CRH	8	67088620	67090960	-1	protein_coding	1392	CRH	0.52778935313737	-0.684464694	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesendoderm:Trophoblast-like_Cell:hESC	4.8e-12	rs13267015:rs16932761:rs12334877:rs16932761;rs12334877	426:427
ENSG00000179041	RRS1	8	67341263	67342966	1	protein_coding	23212	RRS1	0.551023834121811	-0.756382213	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	4.8e-12	rs13267015:rs16932761:rs12334877:rs16932761;rs12334877	426:427
ENSG00000147576	ADHFE1	8	67342420	67383836	1	protein_coding	137872	ADHFE1	3.87814550307822e-05	0.395558605	0	0	32	3.97919e-18	3.93452e-66	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Testis:GTEx/v8/Thyroid	-	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.7e-12	rs16932761;rs12334877;rs13267015:rs16932761:rs12334877:rs16932761	426:427
ENSG00000169085	C8orf46	8	67372238	67430759	1	protein_coding	254778	C8orf46	0.639231507537227	-1.349915663	0	0	32	2.79664e-29	3.88129e-91	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid	+	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.7e-12	rs16932761;rs12334877;rs13267015	426:427
ENSG00000185697	MYBL1	8	67474410	67526482	-1	protein_coding	4603	MYBL1	0.998332687390342	-1.190271946	0	0	23	1.08937e-05	5.63898e-05	GTEx/v8/Adipose_Visceral_Omentum	-	Yes	IMR90	1.7e-12	rs16932761;rs13267015	426:427
ENSG00000175073	VCPIP1	8	67540722	67579452	-1	protein_coding	80124	VCPIP1	0.999341018273703	-2.170548816	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.9e-08	rs13267015	427
ENSG00000270024	C8orf44-SGK3	8	67579831	67772707	1	protein_coding	100533105	C8orf44-SGK3	0.136791140818748	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.9e-08	rs13267015	427
ENSG00000213865	C8orf44	8	67579850	67597799	1	protein_coding	56260	C8orf44	0.0169402857224386	-0.260880383	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.9e-08	rs13267015	427
ENSG00000104205	SGK3	8	67624653	67774257	1	protein_coding	23678	SGK3	0.136832560084944	-0.254626496	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.9e-08	rs13267015	427
ENSG00000178460	MCMDC2	8	67782984	67834283	1	protein_coding	157777	MCMDC2	5.68685507134259e-06	-1.198571693	2	9.392	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	6.5e-08	rs13267015	427
ENSG00000261787	TCF24	8	67858736	67874825	-1	protein_coding	100129654	TCF24	NA	-1.078751487	0	0	0	NA	NA	NA	NA	Yes	IMR90:hESC	0.0031	rs13267015	427
ENSG00000178125	PPP1R42	8	67876334	67968839	-1	protein_coding	286187	PPP1R42	0.0127465309535919	-0.635611112	1	5.84	0	NA	NA	NA	NA	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.9e-08	rs13267015	427
ENSG00000121022	COPS5	8	67955314	67996018	-1	protein_coding	10987	COPS5	0.994339560596831	-0.387110126	2	6.048	0	NA	NA	NA	NA	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.9e-08	rs13267015	427
ENSG00000104218	CSPP1	8	67974661	68108498	1	protein_coding	79848	CSPP1	3.27686488216766e-13	-0.567864444	6	6.426	0	NA	NA	NA	NA	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.9e-08	rs13267015	427
ENSG00000066777	ARFGEF1	8	68085747	68255912	-1	protein_coding	10565	ARFGEF1	0.999999909436541	NA	77	11.26	54	8.76583e-06	0.00842983	GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	-	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.9e-08	rs13267015	427
ENSG00000165078	CPA6	8	68334360	68658620	-1	protein_coding	57094	CPA6	1.6994617793848e-09	-0.048823014	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	4.8e-12	rs16932761:rs12334877:rs16932761;rs12334877:rs13267015	426:427
ENSG00000046889	PREX2	8	68864353	69149265	1	protein_coding	80243	PREX2	1.00807254029751e-10	4.362398112	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.7e-12	rs13267015:rs16932761:rs12334877:rs16932761;rs12334877	426:427
ENSG00000248801	RP11-664D7.4	8	69215703	69243726	-1	protein_coding	286189	C8orf34-AS1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	4.8e-12	rs16932761:rs12334877:rs16932761;rs12334877:rs13267015	426:427
ENSG00000165084	C8orf34	8	69242957	69731257	1	protein_coding	116328	C8orf34	9.85328956909529e-06	0.14630747	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	4.8e-12	rs16932761:rs12334877:rs16932761;rs12334877:rs13267015	426:427
ENSG00000104313	EYA1	8	72109668	72274467	-1	protein_coding	2138	EYA1	0.955704570459788	-0.0167678	0	0	0	NA	NA	NA	NA	Yes	IMR90	8.2e-14	rs12550268:rs372561:rs12550268;rs7010480:rs7010480	428
ENSG00000235531	RP11-383H13.1	8	72740402	73030628	1	protein_coding	100132891	MSC-AS1	0.0410465960747765	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	8.2e-14	rs12550268:rs372561:rs12550268;rs7010480:rs7010480	428
ENSG00000178860	MSC	8	72753784	72756703	-1	protein_coding	9242	MSC	0.673682720909904	-0.860337538	0	0	9	5.96062e-06	0.0149034	GTEx/v8/Spleen	-	Yes	Mesendoderm:hESC	1e-17	rs372561;rs12550268:rs372561:rs12550268;rs7010480:rs7010480	428
ENSG00000104321	TRPA1	8	72932152	72987852	-1	protein_coding	8989	TRPA1	9.96588682289508e-23	1.868368969	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	8.5e-24	rs12550268:rs372561:rs12550268;rs7010480:rs7010480:rs1431659:rs1431659;rs7010480:rs4738266:rs1431659;rs372561	428
ENSG00000182674	KCNB2	8	73449626	73850584	1	protein_coding	9312	KCNB2	0.954615847239045	NA	57	14.68	52	1.07938e-17	5.01585e-13	GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Nerve_Tibial	-	Yes	Left_Ventricle:Liver:Right_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	6e-24	rs12550268;rs372561;rs1431659;rs7010480;rs4738266;rs12550268:rs372561:rs12550268;rs7010480:rs7010480:rs4738266:rs1431659;rs7010480:rs1431659	428
ENSG00000147601	TERF1	8	73921099	73960357	1	protein_coding	7013	TERF1	0.878033579613451	-0.330983669	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	6e-24	rs12550268:rs372561:rs1431659:rs1431659;rs7010480:rs4738266:rs1431659;rs372561:rs12550268;rs7010480:rs7010480:rs1431659;rs12550268;rs7010480	428
ENSG00000164764	SBSPON	8	73976775	74036323	-1	protein_coding	157869	SBSPON	5.95163270931251e-05	-0.053487937	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	6e-24	rs12550268:rs372561:rs1431659:rs1431659;rs7010480:rs4738266:rs1431659;rs372561:rs2170382:rs1431659;rs12550268;rs7010480:rs12550268;rs7010480:rs7010480	428:429
ENSG00000147604	RPL7	8	74202506	74208024	-1	protein_coding	6129	RPL7	0.991153031565654	-0.618069237	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	4.8e-10	rs2170382:rs10217047:rs13258782:rs2170382;rs13258782	429
ENSG00000121039	RDH10	8	74206847	74237516	1	protein_coding	157506	RDH10	0.934320138948288	-0.05914203	0	0	3	8.7398e-05	8.08439e-07	GTEx/v8/Cells_Cultured_fibroblasts	-	Yes	Mesenchymal_Stem_Cell	3.2e-10	rs2170382;rs13258782;rs2170382:rs10217047:rs13258782:rs2170382	429
ENSG00000040341	STAU2	8	74332604	74659943	-1	protein_coding	27067	STAU2	0.950439190486362	-0.620427601	0	0	67	1.16833e-15	3.79789e-11	GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	+	No	NA	2.4e-10	rs2170382;rs10217047;rs13258782	429
ENSG00000258677	RP11-463D19.2	8	74600926	74791089	-1	protein_coding	NA	NA	NA	NA	68	15.91	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.4e-10	rs2170382;rs2170382:rs10217047:rs13258782:rs2170382;rs13258782	429
ENSG00000104343	UBE2W	8	74692332	74791145	-1	protein_coding	55284	UBE2W	0.954557960872144	-0.387733934	60	15.91	67	1.92104e-12	2.54879e-08	GTEx/v8/Whole_Blood:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hippocampus:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Spleen	+	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.4e-10	rs2170382;rs13258782;rs10217047;rs2170382:rs10217047:rs13258782:rs2170382	429
ENSG00000154582	TCEB1	8	74851404	74884522	-1	protein_coding	6921	TCEB1	0.643993932413181	-0.45575311	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	8.2e-14	rs2170382:rs10217047:rs13258782:rs2170382;rs13258782:rs12550268:rs372561:rs12550268;rs7010480:rs7010480	428:429
ENSG00000175606	TMEM70	8	74884672	74895018	1	protein_coding	54968	TMEM70	0.00324098348148041	0.739718904	0	0	19	3.0961e-05	1.47098e-42	GTEx/v8/Muscle_Skeletal	+	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	8.2e-14	rs2170382;rs13258782;rs2170382:rs10217047:rs13258782:rs2170382;rs13258782:rs12550268:rs372561:rs12550268;rs7010480:rs7010480	428:429
ENSG00000154589	LY96	8	74903587	74941322	1	protein_coding	23643	LY96	2.41002321572206e-06	0.048889305	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	8.2e-14	rs2170382:rs10217047:rs13258782:rs2170382;rs13258782:rs12550268:rs372561:rs12550268;rs7010480:rs7010480	428:429
ENSG00000104369	JPH1	8	75146935	75233563	-1	protein_coding	56704	JPH1	0.706129632533951	-0.720589639	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	6e-24	rs12550268:rs372561:rs12550268;rs7010480:rs7010480:rs4738266:rs1431659;rs12550268;rs7010480:rs1431659:rs1431659;rs7010480:rs1431659;rs372561	428
ENSG00000104381	GDAP1	8	75233365	75401107	1	protein_coding	54332	GDAP1	0.000184528849113524	0.457844141	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	6e-24	rs12550268:rs372561:rs12550268;rs7010480:rs7010480:rs4738266:rs1431659;rs12550268;rs7010480:rs1431659:rs1431659;rs7010480:rs1431659;rs372561	428
ENSG00000121005	CRISPLD1	8	75896750	75946793	1	protein_coding	83690	CRISPLD1	0.000148412019623545	0.128257034	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:hESC	8.5e-24	rs12550268:rs372561:rs1431659:rs1431659;rs7010480:rs4738266:rs1431659;rs372561:rs2926610:rs2980240;rs2926610:rs2980240:rs1817003;rs2980240:rs2941450	428:430
ENSG00000164749	HNF4G	8	76320149	76479078	1	protein_coding	3174	HNF4G	0.544634189825221	2.06190948	148	19.24	312	1.36465e-07	8.28081e-06	GTEx/v8/Artery_Aorta:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Pancreas:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Spleen:GTEx/v8/Testis	-	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.9e-21	rs2926610;rs2980240;rs1817003;rs2941450;rs2941492;rs2920925;rs16939130;rs2922767;rs2922766;rs2941445;rs1531462;rs7010763:rs13249124:rs7010763;rs13249124:rs2941492:rs1817003:rs2125609:rs10112085;rs1431015:rs1431015:rs10112085:rs10102172;rs10112085;rs1431015:rs1817003;rs2980240:rs2941450	430
ENSG00000091656	ZFHX4	8	77593454	77779521	1	protein_coding	79776	ZFHX4	0.999999642290115	-1.624614146	0	0	175	7.54243e-13	5.09213e-09	GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial	-	Yes	Aorta:Hippocampus:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	4.3e-33	rs2920925;rs17405819;rs2922763;rs2060604;rs2941445;rs1531462;rs2126474;rs3911770;rs830446;rs7010763:rs13249124:rs7010763;rs13249124:rs2980240:rs2941492:rs2922767:rs2941445:rs2922766:rs2920925:rs2922763:rs16939130:rs17405819;rs2922763:rs2060604:rs2941445;rs1531462:rs2060604;rs2922763:rs1531462:rs2126474;rs3911770:rs2126474:rs17405819:rs17405819;rs3911770:rs2126474;rs830446:rs17405819;rs2126474:rs3911770:rs13249980:rs12676205:rs7826038:rs1817003:rs1462441:rs2125609:rs10112085;rs1431015:rs1431015:rs10112085	430
ENSG00000164751	PEX2	8	77892494	77913280	-1	protein_coding	5828	PEX2	0.0555564811475487	1.633595749	0	0	0	NA	NA	NA	NA	Yes	Aorta:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	4.3e-33	rs7010763:rs13249124:rs7010763;rs13249124:rs2941492:rs2922767:rs2941445:rs2922766:rs2920925:rs2922763:rs16939130:rs17405819;rs2922763:rs2060604:rs2941445;rs1531462:rs2060604;rs2922763:rs1531462:rs2126474;rs3911770:rs2126474:rs17405819;rs2126474;rs3911770:rs1462441:rs17405819:rs3911770:rs17405819;rs3911770:rs2126474;rs830446:rs17405819;rs2126474:rs830446:rs2126474;rs1031673;rs830446:rs7006787;rs2126474:rs17405819;rs7006787;rs2126474:rs1031673:rs7006787;rs1031673:rs2125609:rs10112085;rs1431015:rs1431015:rs10112085:rs10102172:rs10102172;rs2125609;rs1431015:rs13249980:rs12676205:rs7826038:rs1817003:rs1031673;rs830446:rs7006787:rs10102172;rs10112085;rs1431015	430
ENSG00000171033	PKIA	8	79428374	79517502	1	protein_coding	5569	PKIA	0.254973075890028	-0.563870102	0	0	0	NA	NA	NA	NA	Yes	IMR90:hESC	6.7e-28	rs7010763:rs13249124:rs7010763;rs13249124:rs16939130:rs2060604:rs17405819;rs2922763:rs2920925:rs2941445;rs1531462:rs2922763:rs2060604;rs2922763:rs1531462:rs2125609:rs10112085;rs1431015:rs1431015:rs10112085	430
ENSG00000104427	ZC2HC1A	8	79578282	79632000	1	protein_coding	51101	ZC2HC1A	0.811433032279189	-1.153336021	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.3e-33	rs7830160:rs16907740:rs10102172:rs10102172;rs2125609;rs1431015:rs2125609:rs13249124:rs7010763:rs7010763;rs13249124:rs2941492:rs2922767:rs2941445:rs2922766:rs2920925:rs2922763:rs16939130:rs17405819;rs2922763:rs2060604:rs2941445;rs1531462:rs2060604;rs2922763:rs1531462:rs2126474;rs3911770:rs2126474:rs17405819;rs2126474;rs3911770:rs1462441:rs17405819:rs2126474;rs830446:rs17405819;rs2126474:rs3911770:rs830446:rs2126474;rs1031673;rs830446:rs10112085;rs1431015:rs1431015:rs10112085:rs12682248:rs10102172;rs10112085;rs1431015:rs10102172;rs10112085:rs13249980:rs12676205:rs7826038	430:431
ENSG00000104435	STMN2	8	80523049	80578410	1	protein_coding	11075	STMN2	0.932287578199384	-0.080900331	0	0	0	NA	NA	NA	NA	Yes	GM12878:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.1e-11	rs7830160:rs16907740	431
ENSG00000164683	HEY1	8	80676245	80680098	-1	protein_coding	23462	HEY1	0.916104730437935	-0.319354715	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.6e-12	rs7830160:rs16907740:rs16907751	431
ENSG00000147586	MRPS28	8	80830952	80942524	-1	protein_coding	28957	MRPS28	0.000355479735890669	-0.441618474	0	0	3	0.000224402	1.94967e-11	GTEx/v8/Skin_Sun_Exposed_Lower_leg	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.1e-11	rs7830160;rs7830160:rs16907740	431
ENSG00000076554	TPD52	8	80870571	81143467	-1	protein_coding	7163	TPD52	0.00511208310791974	-0.607357808	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	2.1e-11	rs7830160:rs16907740	431
ENSG00000205189	ZBTB10	8	81397854	81438500	1	protein_coding	65986	ZBTB10	0.881586182628026	-2.604609099	66	15.94	0	NA	NA	NA	NA	Yes	GM12878	2.1e-11	rs7830160;rs16907740;rs7830160:rs16907740	431
ENSG00000164684	ZNF704	8	81540686	81787016	-1	protein_coding	619279	ZNF704	0.972642496818876	-5.09916423	0	0	16	2.58092e-05	0.0468499	GTEx/v8/Brain_Caudate_basal_ganglia	-	Yes	Aorta:Left_Ventricle:Liver:Right_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.6e-12	rs16907740;rs16907751;rs7830160:rs16907740	431
ENSG00000076641	PAG1	8	81880045	82024303	-1	protein_coding	55824	PAG1	0.0108372777343039	0.712765396	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.1e-11	rs7830160:rs16907740	431
ENSG00000164687	FABP5	8	82192598	82197012	1	protein_coding	2171	FABP5	0.09583820082204	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	2.1e-11	rs7830160:rs16907740	431
ENSG00000197416	FABP12	8	82437216	82443613	-1	protein_coding	646486	FABP12	0.00294556959022277	0.055191662	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	1.6e-12	rs7830160:rs16907740:rs16907751	431
ENSG00000133731	IMPA1	8	82570196	82598928	-1	protein_coding	3612	IMPA1	0.0175360055513113	-0.38313978	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	1.8e-12	rs7830160:rs16907740:rs2634047:rs2634047;rs1252201	431:433
ENSG00000253598	SLC10A5	8	82605842	82608409	-1	protein_coding	347051	SLC10A5	0.000395027314980564	-0.301188236	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell	9.4e-13	rs7830160:rs16907740:rs2634047:rs2634047;rs1252201:rs1252201	431:433
ENSG00000104231	ZFAND1	8	82613569	82645138	-1	protein_coding	79752	ZFAND1	0.000588040962386689	0.360512053	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell	5.9e-14	rs7830160:rs16907740:rs2634047:rs1252201:rs9298416:rs733594:rs2634047;rs1252201	431:432:433
ENSG00000164695	CHMP4C	8	82644669	82671750	1	protein_coding	92421	CHMP4C	0.00183040997493416	0.367933211	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell	5.9e-14	rs7830160:rs16907740:rs2634047:rs1252201:rs9298416:rs733594:rs2634047;rs1252201	431:432:433
ENSG00000104497	SNX16	8	82711816	82755101	-1	protein_coding	64089	SNX16	4.22457640928623e-08	1.030889974	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	5.9e-14	rs2634047:rs1252201:rs2634047;rs1252201:rs9298416:rs733594	432:433
ENSG00000184672	RALYL	8	85095022	85834079	1	protein_coding	138046	RALYL	0.0296900360975372	0.669570867	331	19.75	283	2.73881e-08	5.13053e-05	GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Nerve_Tibial	+	Yes	Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	5.9e-14	rs733594;rs2634047;rs1252201;rs1427054;rs9298416:rs733594:rs2634047:rs1252201:rs2634047	432:433
ENSG00000133739	LRRCC1	8	86019382	86058311	1	protein_coding	85444	LRRCC1	5.39715886159611e-19	-0.372155088	0	0	3	8.1262e-06	9.05141e-05	GTEx/v8/Minor_Salivary_Gland	+	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.5e-13	rs2634047;rs2634047:rs2634047;rs1252201:rs7006629;rs12547467:rs7006629:rs12547467:rs1427054	433:434
ENSG00000133740	E2F5	8	86089460	86129387	1	protein_coding	1875	E2F5	0.0263290981712336	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	1.8e-12	rs2634047:rs2634047;rs1252201	433
ENSG00000176731	C8orf59	8	86126311	86132650	-1	protein_coding	401466	C8orf59	0.0427259485219979	-0.670184993	0	0	211	3.97675e-06	7.12013e-07	GTEx/v8/Lung	-	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.5e-13	rs2634047;rs7006629;rs12547467:rs7006629:rs12547467:rs2634047:rs2634047;rs1252201	433:434
ENSG00000185015	CA13	8	86132816	86196302	1	protein_coding	377677	CA13	0.000339444426113696	-0.765148554	0	0	8	1.69058e-05	4.88363e-06	GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic	+	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.5e-13	rs2634047;rs1427054;rs7006629;rs12547467:rs7006629:rs12547467:rs2634047:rs2634047;rs1252201	433:434
